"name","sub","size"
"HEWLETT-PACKARD COMPANY INC","Office of Government-wide Policy",323610
"NOBLIS INC","Office of Government-wide Policy",262644
"IMAGETREND INC","Office of Health Affairs",788086.16
"HP ENTERPRISE SERVICES LLC","Office of Health Affairs",445121.4
"ST JOHN GROUP LLC THE","Office of Health Affairs",300044.64
"ESO SOLUTIONS INC","Office of Health Affairs",222608.53
"EBSCO INDUSTRIES INC","Office of Health Affairs",156070
"ORGANIZATIONAL SCIENCES LLC","Office of Health Affairs",115000
"BLOOMBERG FINANCE LP","Office of Health Affairs",45942
"1120 VERMONT AVENUE ASSOCIATES LLP","Office of Health Affairs",40000
"CAE HEALTHCARE INC","Office of Health Affairs",39857.28
"AVITECTURE INC","Office of Health Affairs",36906.54
"HEARTLAND ENERGY PARTNERS LLC","Office of Homeland Security and Emergency Coordination",687898
"NEW TECH SOLUTIONS INCORPORATED","Office of Homeland Security and Emergency Coordination",83351.48
"RELM COMMUNICATIONS INC","Office of Homeland Security and Emergency Coordination",49300
"GOVERNMENT SCIENTIFIC SOURCE INCORPORATED","Office of Homeland Security and Emergency Coordination",45618.26
"GENERAL DYNAMICS MISSION SYSTEMS INC","Office of Homeland Security and Emergency Coordination",40740
"GOVERNMENT ACQUISITIONS INC","Office of Homeland Security and Emergency Coordination",27790.88
"TEKNION LLC","Office of Homeland Security and Emergency Coordination",27176.13
"IT PARTS GLOBALCOM INC","Office of Homeland Security and Emergency Coordination",26005
"ADVANCED DIGITAL SOLUTIONS INTERNATIONAL","Office of Homeland Security and Emergency Coordination",24425
"COMMUNICATIONS PROFESSIONALIN","Office of Homeland Security and Emergency Coordination",16539.96
"ACCENTURE FEDERAL SERVICES LLC","Office of Human Resource Management",776179.23
"ACENDRE INC","Office of Human Resource Management",277934.72
"YOUR RECRUITING COMPANY INC","Office of Human Resource Management",100000
"GDC INTEGRATION INC","Office of Human Resource Management",27309.5
"IMMIXTECHNOLOGY INC","Office of Human Resource Management",23861
"K & R INDUSTRIES INC","Office of Human Resource Management",23120
"HRWORX LLC","Office of Human Resource Management",21046.73
"FEDRESULTS INC","Office of Human Resource Management",19840
"WEST PUBLISHING CORPORATION","Office of Human Resource Management",13571.04
"LRP PUBLICATIONS INC","Office of Human Resource Management",10643
"WAGEWORKS INC","Office of Human Resources Management",27904.8
"FEDRESULTS INC","Office of Human Resources Management",23245.44
"WHEELHOUSE GROUP INC THE","Office of Human Resources Management",4551.68
"DLT SOLUTIONS LLC","Office of Information and Public Affairs",996634.67
"CARAHSOFT TECHNOLOGY CORP","Office of Information and Public Affairs",871511.66
"VERSATECH INC","Office of Information and Public Affairs",858414.88
"ALAMO CITY ENGINEERING SERVICES INCORPORATED","Office of Information and Public Affairs",626171.66
"MOBILE VIDEO SERVICES LTD","Office of Information and Public Affairs",119977.93
"PILOT IMAGING INC","Office of Information and Public Affairs",103439.7
"CELLCO PARTNERSHIP","Office of Information and Public Affairs",80514.32
"AVID TECHNOLOGY INC","Office of Information and Public Affairs",77935.28
"SDV SOLUTIONS INC","Office of Information and Public Affairs",73596
"XEROX CORPORATION","Office of Information and Public Affairs",63453.93
"GARDINER KAMYA AND ASSOCIATES P C","Office of Inspector General",912510
"CENTER FOR ORGANIZATIONAL EXCELLENCE INCORPORATED THE","Office of Inspector General",889883.61
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","Office of Inspector General",869337.67
"NEXTSTEP TECHNOLOGY INC","Office of Inspector General",739446.31
"AGI MISSION SUPPORT SERVICES INC","Office of Inspector General",685955.6
"ELDER RESEARCH INCORPORATED","Office of Inspector General",685944.62
"COMTECH LLC","Office of Inspector General",676613.6
"ALTER MODUS INTERNATIONAL CORPORATION","Office of Inspector General",661236.22
"MINDBANK CONSULTING GROUP LLC","Office of Inspector General",549442.4
"WITHUMSMITH  BROWN A PROFESSIONAL CORPORATION","Office of Inspector General",523960
"ISS ACTION INC","Office of Intelligence and Analysis",890593.1
"SCIENCE APPLICATIONS INTERNATI","Office of Intelligence and Analysis",736379.97
"FEDERATED IT INC","Office of Intelligence and Analysis",629898
"GEORGIA TECH APPLIED RESEARCH CORPORATION","Office of Intelligence and Analysis",499997
"CSRA LLC","Office of Intelligence and Analysis",475544.03
"NORTEL GOVERNMENT SOLUTIONS INCORPORATED","Office of Intelligence and Analysis",460876.87
"PCI STRATEGIC MANAGEMENT LLC","Office of Intelligence and Analysis",412576.21
"VOYAGER SEARCH","Office of Intelligence and Analysis",380000
"TASC MANAGEMENT CORPORATION","Office of Intelligence and Analysis",259380
"CACI NSS INC","Office of Intelligence and Analysis",227299.87
"CREATIVE BUS SALES INC","Office of Intergovernmental and External Affairs",263600
"BAKER COMPANY INC THE","Office of Intergovernmental and External Affairs",140081.95
"BECTON DICKINSON INTERNATIONAL BUITENLVEN","Office of Intergovernmental and External Affairs",136400
"MANAGEMENT CONCEPTS INC","Office of Intergovernmental and External Affairs",126485
"ZIAS ARCHITECTURE AND ENGINEERING","Office of Intergovernmental and External Affairs",99168
"FISHER SCIENTIFIC COMPANY LLC","Office of Intergovernmental and External Affairs",81796.8
"DEPARTMENT OF STATE","Office of Intergovernmental and External Affairs",37058.21
"INTERNATIONAL PROCUREMENT AGENCY USA INC","Office of Intergovernmental and External Affairs",22822.65
"SHABACH SERVICES LLC","Office of Intergovernmental and External Affairs",21437.63
"EMORY UNIVERSITY","Office of Intergovernmental and External Affairs",21000
"NOMAD GLOBAL COMMUNICATION SOLUTIONS INCORPORATED","Office of Job Corps",920658.18
"BIRMINGHAM INDUSTRIAL CONSTRUCTION LLC","Office of Job Corps",858012.56
"IRONCLAD SERVICES INC","Office of Job Corps",852675
"ALVAREZ & ASSOCIATES LLC","Office of Job Corps",832367.69
"ASHFORD INTERNATIONAL LLC","Office of Job Corps",800934.08
"US INNOVATIVE CONSTRUCTION LLC","Office of Job Corps",775748.81
"LES EQUIPEMENTS ET VENTES DIVERSITECH 1984 LTEE","Office of Job Corps",748471.34
"COFFEY CONSULTING LLC","Office of Job Corps",699859.27
"CENTRAL TEXAS EXPRESS METALWORK LLC","Office of Job Corps",665159.36
"DOUGHERTY  DOUGHERTY ARCHITECTS LLP","Office of Job Corps",663972.32
"DELOITTE CONSULTING LLP","Office of Justice Programs",997444.74
"ACCELERA SOLUTIONS INC","Office of Justice Programs",950637.81
"WORLD WIDE TECHNOLOGY INC","Office of Justice Programs",940073.98
"MCKINSEY & COMPANY INC WASHINGTON DC","Office of Justice Programs",936396.15
"PROXY PERSONNEL LLC","Office of Justice Programs",922448.34
"IMPAQ INTERNATIONAL LLC","Office of Justice Programs",912474.4
"VIDEOACTION INC","Office of Justice Programs",900000
"DAVIS-PAIGE MANAGEMENT SYSTEMS LLC","Office of Justice Programs",783454.12
"SUPERB INTERNET CORPORATION","Office of Justice Programs",755578
"BIXAL SOLUTIONS INCORPORATED","Office of Justice Programs",750000
"FUSIONPOINT INC","Office of Labor-Management Standards",177537.6
"XEROX CORPORATION","Office of Labor-Management Standards",72528.37
"GALOIS INC","Office of Labor-Management Standards",70627.4
"OFFICE LEADER CORP","Office of Labor-Management Standards",49345
"22ND CENTURY TECHNOLOGIES INC","Office of Labor-Management Standards",26560
"SUMURI LLC","Office of Labor-Management Standards",16990
"KYOCERA DOCUMENT SOLUTIONS AMERICA INC","Office of Labor-Management Standards",15746.08
"HAWORTH INC","Office of Labor-Management Standards",14889
"KONICA MINOLTA BUSINESS SOLUTIONS USA INC","Office of Labor-Management Standards",14427.68
"ELBA OPERATING CORP","Office of Labor-Management Standards",12720
"CORPORATE MOVE MANAGEMENT SERVICES INC","Office of Medicare Hearings and Appeals",109094
"PARKER TIDE CORP","Office of Mission Assurance",552358.4
"MICROPACT INC","Office of Mission Assurance",531229.42
"ACG SYSTEMS INC","Office of Mission Assurance",323717.97
"GENERAL DYNAMICS MISSION SYSTEMS INC","Office of Mission Assurance",88850
"EVERBRIDGE INC","Office of Mission Assurance",55229.12
"K & A INDUSTRIES INC","Office of Mission Assurance",36868.65
"BROCK CONSTRUCTION INC","Office of Mission Assurance",19780
"GATEWAY FAX SYSTEMS INC","Office of Mission Assurance",15033.9
"KPAUL PROPERTIES LLC","Office of Mission Assurance",4879
"CORPORATE LODGING CONSULTANTS INCORPORATED","Office of Mission Assurance",2000
"STARS II PARTNERSHIP JOINT VENTURE LLC","Office of Operations",822815.68
"QUALITY ELEVATOR COMPANY INCORPORATED","Office of Operations",696390
"TILT UP CONSTRUCTION INC","Office of Operations",670609.64
"TSRC INC","Office of Operations",591789.33
"COMMUNICATIONS RESOURCE INC","Office of Operations",587236.61
"SCIF CONSTRUCTORS LLC","Office of Operations",461940.61
"CITIBANK N A","Office of Operations",450756
"MYTHICS INC","Office of Operations",428152.01
"ELASOFT INC","Office of Operations",389761.38
"GLOBAL COM INC","Office of Operations",341314.23
"ACTION FACILITIES MANAGEMENT INC","Office of Personnel Management",981802.13
"VERATO INC","Office of Personnel Management",965060
"NORTHROP GRUMMAN SYSTEMS CORPORATION","Office of Personnel Management",964675.97
"TIGER PERSONNEL SERVICES INC","Office of Personnel Management",938308
"AT&T CORP","Office of Personnel Management",875876.64
"CARAHSOFT TECHNOLOGY CORP","Office of Personnel Management",830236.58
"PFD MECHANICAL INC","Office of Personnel Management",807152.36
"COLLEAGUE CONSULTING LLC","Office of Personnel Management",797455.98
"CEG SOLUTIONS LLC","Office of Personnel Management",778642
"FCN INC","Office of Personnel Management",716528.41
"COMPUSEARCH SOFTWARE SYSTEMS INC","Office of Procurement and Property Management",962734.72
"CONTRACT SOLUTIONS INC","Office of Procurement and Property Management",595987.46
"L-3 NATIONAL SECURITY SOLUTIONS INC","Office of Procurement and Property Management",519957.1
"APPLIED MANAGEMENT ASSOCIATES INC","Office of Procurement and Property Management",509075.34
"PANUM TELECOM LLC","Office of Procurement and Property Management",352412.53
"SAFETY EQUIPMENT INSTITUTE INC","Office of Procurement and Property Management",325142.7
"ROC IMPLEMENTATION & MANAGEMENT GROUP INC","Office of Procurement and Property Management",325000
"VARSALONE JAMES","Office of Procurement and Property Management",119469
"COMPUSEARCH VIRTUAL ACQUISITION OFFICE LLC","Office of Procurement and Property Management",91630
"GOVERNMENT ACQUISITIONS INC","Office of Procurement and Property Management",47184.8
"SKY SIGHT TECHNOLOGIES LLC","Office of Procurement Operations",760000
"QUERALT INC","Office of Procurement Operations",758692.96
"NEXT DIMENSION TECHNOLOGIES INC","Office of Procurement Operations",750000
"AUDENTIA INC","Office of Procurement Operations",749827.57
"INTEGRATED SOLUTIONS FOR SYSTEMS INC","Office of Procurement Operations",749673.92
"PIVPOINTE LLC","Office of Procurement Operations",537795.72
"OPTRA INC","Office of Procurement Operations",451391.82
"HP ENTERPRISE SERVICES LLC","Office of Procurement Operations",403602
"TRANSGLOBAL SECURE COLLABORATION PARTICIPATION INC","Office of Procurement Operations",212120
"TRITON SYSTEMS INC","Office of Procurement Operations",199950.9
"WEBFORTIS LLC","Office of Special Counsel",334464.5
"IDEATION INC","Office of Special Counsel",313972.64
"AFFIGENT LLC","Office of Special Counsel",226661.4
"GOVCONNECTION INC","Office of Special Counsel",222291.64
"AMERICAN WORDATA INC","Office of Special Counsel",156999.62
"PLANET TECHNOLOGIES INC","Office of Special Counsel",152095.12
"SOFTCHOICE CORPORATION","Office of Special Counsel",145766.26
"COUNTERTRADE PRODUCTS INC","Office of Special Counsel",136202.9
"ENTERPRISE FURNITURE CONSULTANTS INC","Office of Special Counsel",130000
"BLACK BOX CORPORATION","Office of Special Counsel",120931.33
"BERGER LOUIS GROUP INCORPORATED THE","Office of Surface Mining, Reclamation and Enforcement",910166.93
"ARMSTRONG DRILLING INC","Office of Surface Mining, Reclamation and Enforcement",800618.9
"SHI INTERNATIONAL CORP","Office of Surface Mining, Reclamation and Enforcement",470922.04
"ENVIRONMENTAL MONITORING AND TECHNOLOGIES INC","Office of Surface Mining, Reclamation and Enforcement",316061.5
"HART CROWSER INC","Office of Surface Mining, Reclamation and Enforcement",228000
"FCA US LLC","Office of Surface Mining, Reclamation and Enforcement",219983
"CARTRIDGE TECHNOLOGIES INC","Office of Surface Mining, Reclamation and Enforcement",214226.64
"MERCOM INCORPORATED","Office of Surface Mining, Reclamation and Enforcement",176964.9
"YOUR RECRUITING COMPANY INCORPORATED","Office of Surface Mining, Reclamation and Enforcement",174000
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","Office of Surface Mining, Reclamation and Enforcement",159824.37
"MOBOMO LLC","Office of the Administrator",732365.04
"GLOBAL EVALUATION & APPLIED RESEARCH SOLUTIONS GEARS INC","Office of the Administrator",521517.92
"BUREAU OF NATIONAL AFFAIRS INC THE","Office of the Administrator",76545
"CAPP INC","Office of the Administrator",76339.5
"LRP PUBLICATIONS INC","Office of the Administrator",74650
"DOCUMENT IMAGING DIMENSIONS INC","Office of the Administrator",52785.82
"DIGITAL FOUNDATION COMPUTER CONSULTING SERVICES CORP INC","Office of the Administrator",52722.37
"ANCHORTEX CORPORATION","Office of the Administrator",34730.22
"J & L AMERICA INC","Office of the Administrator",34208
"CI INTERNATIONAL INC","Office of the Administrator",30225.11
"ALW SOURCING LLC","Office of the Assistant Secretary for Administration",998017.16
"INFORMATION TECHNOLOGY COALITION INC","Office of the Assistant Secretary for Administration",995398.04
"BUSINESS INTELLIGENCE INCORPORATED","Office of the Assistant Secretary for Administration",989804.8
"SMS DATA PRODUCTS GROUP INC","Office of the Assistant Secretary for Administration",972616.96
"ESAC INC","Office of the Assistant Secretary for Administration",969145.72
"NATIONAL ENERGY ASSISTANCE DIRECTORS ASSOCIATION INC","Office of the Assistant Secretary for Administration",964306.66
"SOFT TECH CONSULTING INC","Office of the Assistant Secretary for Administration",962172.4
"ACCELERA SOLUTIONS INC","Office of the Assistant Secretary for Administration",933530.64
"LEWIN GROUP INC THE","Office of the Assistant Secretary for Administration",926152.06
"COMPUSEARCH VIRTUAL ACQUISITION OFFICE LLC","Office of the Assistant Secretary for Administration",915614
"UNISTAR-SPARCO COMPUTERS INC","Office of the Assistant Secretary for Administration and Management",855016.48
"BROOKMAN LLC","Office of the Assistant Secretary for Administration and Management",820104.08
"LENEER DATA ASSURANCE SOLUTIONS INC","Office of the Assistant Secretary for Administration and Management",810534.93
"MANAGEMENT SUPPORT TECHNOLOGY","Office of the Assistant Secretary for Administration and Management",786912.83
"YOUR RECRUITING COMPANY INCORPORATED","Office of the Assistant Secretary for Administration and Management",785896.13
"PARTNERSHIP FOR PUBLIC SERVICE INC","Office of the Assistant Secretary for Administration and Management",775326.77
"FPMI SOLUTIONS INCORPORATED","Office of the Assistant Secretary for Administration and Management",771671.76
"JESKELL SYSTEMS LLC","Office of the Assistant Secretary for Administration and Management",736604
