"Agency","Subagency","accountID","Title","Obligation"
"Department of Transportation","Maritime Administration",1763,"Ship Disposal, Maritime Administration, Transportation",10080553.05
"Department of Transportation","Maritime Administration",1755,"Maritime Security Program, Maritime Administration, Transportation",292322450.51
"Department of Transportation","Maritime Administration",1760,"Ocean Freight Differential, Maritime Administration, Transportation",0
"Department of Transportation","Maritime Administration",1775,"Vessel Operations Revolving Fund, Maritime Administration, Transportation",12189309.69
"Department of Transportation","Maritime Administration",1774,"War-Risk Insurance Revolving Fund, Maritime Administration, Transportation",0
"Department of Transportation","Maritime Administration",1785,"Port of Guam Improvement Enterprise Fund, Maritime Administration, Transportation",5794.06
"Department of Transportation","Maritime Administration",1854,"Special Studies, Services and Projects, Maritime Administration, Transportation",161389.46
"Department of Transportation","Maritime Administration",1853,"Gifts and Bequests, Maritime Administration, Transportation",1082142.57
"Department of the Treasury","Departmental Offices",1149,"Cybersecurity Enhancement Account, Departmental Offices, Treasury",8442255.58
"Department of the Treasury","Departmental Offices",1086,"Salaries and Expenses - Recovery Act, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury",0
"Department of the Treasury","Departmental Offices",1073,"Treasury Buildings and Annex Repair and Restoration, Departmental Offices, Treasury",0
"Department of the Treasury","Departmental Offices",1076,"Counterterrorism Fund, Departmental Offices, Treasury",957558.95
"Department of the Treasury","Departmental Offices",1079,"Terrorism Insurance Program, Departmental Offices, Treasury",2313109.72
"Department of the Treasury","Departmental Offices",1177,"Treasury Forfeiture Fund, Treasury",526228067.76
"Department of the Treasury","Departmental Offices",1174,"Financial Research Fund, Departmental Offices, Treasury",103699481.16
"Department of the Treasury","Departmental Offices",1167,"Presidential Election Campaign Fund, Treasury",134900
"Department of the Treasury","Departmental Offices",1161,"Exchange Stabilization Fund, Office of the Secretary, Treasury",659363602.28
"Department of the Treasury","Departmental Offices",1165,"Treasury Franchise Fund, Treasury",588694617.44
"Department of the Treasury","Departmental Offices",1089,"Grants for Specified Energy Property in Lieu of Tax Credits - Recovery Act, Departmental Offices, Treasury",1003065727.24
"Department of the Treasury","Departmental Offices",1237,"Capital Magnet Fund, Community Development Financial Institutions, Departmental Offices, Treasury",1276502.51
"Department of the Treasury","Departmental Offices",1238,"Violent Crime Reduction Program, Financial Crimes Enforcement Network, Treasury",0
"Department of the Treasury","Departmental Offices",1083,"Troubled Asset Relief Program Account, Departmental Offices, Treasury",9655514
"Department of the Treasury","Departmental Offices",1085,"Troubled Asset Relief Program Account, Equity Purchase Program, Departmental Offices, Treasury",5595984
"Department of the Treasury","Departmental Offices",1087,"Troubled Asset Relief Program, Housing Programs, Departmental Offices, Treasury",0
"Department of the Treasury","Departmental Offices",1090,"Small Business Lending Fund, Departmental Offices, Treasury",4558693.92
"Department of the Treasury","Departmental Offices",1091,"State Small Business Credit Initiative, Departmental Offices, Treasury",11099840.74
"Department of the Treasury","Departmental Offices",1080,"Assistance to Federal National Mortgage Association and Federal Home Loan Mortgage Corporation, Departmental Offices, Treasury",0
"Department of the Treasury","Departmental Offices",1242,"Gifts and Bequests, Treasury",43151.45
"Department of the Treasury","Fiscal Service",1243,"Esther Cattell Schmitt Gift Fund, Bureau of the Fiscal Service, Treasury",12000
"Department of the Treasury","Fiscal Service",1103,"Reimbursements to Federal Reserve Banks, Bureau of the Fiscal Service, Treasury",146782111.62
"Department of the Treasury","Fiscal Service",1148,"Payment to the Resolution Funding Corporation, Bureau of the Fiscal Service, Treasury",2628312582.68
"Department of the Treasury","Fiscal Service",1173,"HOPE Reserve Fund, Bureau of the Fiscal Service, Treasury",0
"Department of the Treasury","Fiscal Service",1155,"Federal Reserve Bank Reimbursement Fund,  Bureau of the Fiscal Service, Treasury",577147314.45
"Department of the Treasury","Fiscal Service",1128,"Payment of Government Losses in Shipment, Bureau of the Fiscal Service, Treasury",474193.82
"Department of the Treasury","Fiscal Service",1140,"Financial Agent Services, Bureau of the Fiscal Service, Treasury",802407092.52
"Department of the Treasury","Fiscal Service",1150,"Interest on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury",7733859.99
"Department of the Treasury","Fiscal Service",1152,"Federal Interest Liabilities to the States, Bureau of the Fiscal Service, Treasury",481513
"Department of the Treasury","Fiscal Service",1153,"Credit Reform:  Interest Paid on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury",8351966742.82
"Department of the Treasury","Fiscal Service",1127,"Relief of Individuals and Others by Private and Public Laws, Bureau of the Fiscal Service, Treasury",0
"Department of the Treasury","Fiscal Service",1132,"Judgements, Court of Claims (Indefinite), Bureau of the Fiscal Service, Treasury",1932280408.2
"Department of the Treasury","Fiscal Service",1133,"Judgements, United States Courts (Indefinite), Bureau of the Fiscal Service, Treasury",823628111.01
"Department of the Treasury","Fiscal Service",1134,"Claims for Damages (Indefinite), Bureau of the Fiscal Service, Treasury",1737585.47
"Department of the Treasury","Fiscal Service",1135,"Claims for Contract Disputes (Indefinite), Bureau of the Fiscal Service, Treasury",562751744.45
"Department of the Treasury","Fiscal Service",1151,"Restitution of Forgone Interest, Bureau of the Fiscal Service, Treasury",1587027959.09
"Department of the Treasury","Fiscal Service",1094,"Public Debt Principal (Indefinite), Treasury",0
"Department of the Treasury","Fiscal Service",1104,"Sinking Fund, Treasury",0
"Department of the Treasury","Fiscal Service",1142,"Refund of Moneys Erroneously Received and Covered (Indefinite), Treasury",49939319.45
